"url","title","snippet","relevance_score","tags"
"https://iana.org/help/rzms-changelog","What's new in the Root Zone Management System","What's new in the Root Zone Management System Domains Protocols Numbers About Instructions and Guides What's New in RZMS We regularly update the Root ...",0.0,"Python; webdev; python"
"https://iana.org/help/gtld-delegation","Delegating a generic top-level domain","Delegating a generic top-level domain Domains Protocols Numbers About Instructions and Guides Delegating a generic top-level domain This document prov...",0.0,"webdev"
"https://iana.org/help/cctld-retirement","Retirement of a Country-code Top-level Domain (ccTLD)","Retirement of a Country-code Top-level Domain (ccTLD) Domains Protocols Numbers About Instructions and Guides Retirement of a Country-code Top-level D...",0.0,"webdev"
"https://iana.org/help/key-ceremony-attendance","Attending a KSK Ceremony","Attending a KSK Ceremony Domains Protocols Numbers About Instructions and Guides Attending a KSK Ceremony We typically hold key ceremonies four times ...",0.0,"webdev"
"https://iana.org/help/inr-request-procedure","Making Internet Number Resource Allocations to Regional Internet Registries","Making Internet Number Resource Allocations to Regional Internet Registries Domains Protocols Numbers About Instructions and Guides Making Internet Nu...",0.0,"webdev"
"https://iana.org/help/example-domains","Example Domains","Example Domains Domains Protocols Numbers About Instructions and Guides Example Domains As described in RFC 2606 and RFC 6761 , a number of domains su...",0.0,"webdev"
"https://iana.org/help/dns-blackhole","DNS Blackhole (AS112) Service","DNS Blackhole (AS112) Service Domains Protocols Numbers About Instructions and Guides DNS Blackhole (AS112) Service Domain Name System resolvers can e...",0.0,"webdev"
"https://iana.org/help/pti-transition","About the IANA stewardship transition","About the IANA stewardship transition Domains Protocols Numbers About Instructions and Guides About the IANA stewardship transition This document is h...",0.0,"webdev"
"https://iana.org/help/rzm-system","New DNS Root Zone Management System","New DNS Root Zone Management System Domains Protocols Numbers About Instructions and Guides New DNS Root Zone Management System This document is histo...",0.0,"webdev"
"https://iana.org/help/test-tld-procedure","Procedures for Test IDN Deployment","Procedures for Test IDN Deployment Domains Protocols Numbers About Instructions and Guides Procedures for Test IDN Deployment This document is histori...",0.0,"webdev"
"http://www.icann.org/topics/idn","Internationalized Domain Names - ICANN","Internationalized Domain Names - ICANN Skip to main content Search ICANN.org Log In Sign Up Get Started About ICANN ICANN for Beginners Fellowship Pro...",0.0,"webdev"
"http://www.icann.org/","Internet Corporation for Assigned Names and Numbers (ICANN)","Internet Corporation for Assigned Names and Numbers (ICANN) العربية 中文 English Français Pусский Español Logo en Search Search Search Filtered Search L...",0.0,"webdev"
"http://www.icann.org/en/registries/agreements.htm","ra.gTLDRegistryAgreements","gTLD Registry Agreements العربية 中文 English Français Pусский Español Logo en Search Search Search Filtered Search Log In Sign Up Are you sure you want...",0.0,"webdev"
"https://iana.org/dnssec/tcrs","Trusted Community Representatives","Trusted Community Representatives Domains Protocols Numbers About Trusted Community Representatives We seek to improve confidence and acceptance in th...",0.0,"webdev"
"docs/pipeline.md","pipeline.md","# Pipeline

## Overview

The pipeline is the core processing engine of personal-index. It takes seed URLs and processes them through 6 stages:
",0.0,""
"docs/ARCHITECTURE.md","ARCHITECTURE.md","# Architecture

## System Overview

personal-index is a personal web search engine that scans, filters, and indexes the web based on user-defined inte...",0.0,""
"docs/index.html","index.html","<!DOCTYPE html>
<html lang=""en"">
<head>
<meta charset=""UTF-8"">
<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
<title>personal-...",0.0,""
"docs/API.md","API.md","# API Reference

## CLI Commands

### `personal-index`
",0.0,""
"docs/CHANGELOG.md","CHANGELOG.md","# Changelog

All notable changes to personal-index will be documented in this file.

## [Unreleased]

### Added
- Comprehensive documentation suite (R...",0.0,""
"docs/USAGE_GUIDE.md","USAGE_GUIDE.md","# Personal Index Usage Guide

A comprehensive guide to using personal-index for indexing and searching web content.

## Table of Contents

1. [Install...",0.0,""
"docs/API_OLD.md","API_OLD.md","# API Reference

| Module | Export | Description |
|--------|--------|-------------|
| analytics | `SearchEvent` | A search event record. |
| analytic...",0.0,""
"docs/MODULES.md","MODULES.md","# Module Documentation

## Core Modules

### `personal_index.models`

Core data models for the application.

**Key Classes:**
- `Interest` - User-defi...",0.0,""
"docs/getting-started.md","getting-started.md","# Getting Started

## Installation
",0.0,""
"docs/README.md","README.md","# Personal Index

A personal web search engine that crawls, filters, scores, tags, and indexes web content based on your interests.

## Quick Start
",0.0,""
"docs/configuration.md","configuration.md","# Configuration

## config.yaml

The main configuration file is `config.yaml`. Here's a complete example:
",0.0,""
"docs/cli-reference.md","cli-reference.md","# Personal Index CLI Reference

A complete reference for all personal-index commands.

## Quick Start
",0.0,""
"docs/CLI_REFERENCE.md","CLI_REFERENCE.md","# CLI Reference

A complete reference for all personal-index commands.

## Quick Start
",0.0,""
"docs/CLI_PIPELINE.md","CLI_PIPELINE.md","# Personal Index CLI Pipeline

A complete web crawling and indexing system that processes content through multiple stages: **crawl → extract → filter ...",0.0,""

